datasetId,baseSf,baseAdduct,otherSf,otherAdduct,rank
2017-05-10_11h24m21s,C7H6O4,-H,C11H23O12P,-H,9.333333333333334
2017-05-10_11h24m21s,C7H6O4,-H,C12H22O11,+Cl,9.333333333333334
2017-05-10_11h24m21s,C7H6O4,-H,C12H22O11,-H,9.666666666666666
2017-05-10_11h24m21s,C7H6O4,-H,C14H26O13,-H,9.666666666666666
2017-05-10_11h24m21s,C7H6O4,-H,C17H28O3S,-H,7.333333333333333
2017-05-10_11h24m21s,C7H6O4,-H,C18H30O3S,-H,7.333333333333333
2017-05-10_11h24m21s,C7H6O4,-H,C20H15N3O2,-H,1.0
2017-05-10_11h24m21s,C7H6O4,-H,C20H16N4,-H,0.0
2017-05-10_11h24m21s,C7H6O4,-H,C20H18N4,-H,0.3333333333333333
2017-05-10_20h06m38s,C10H8N2,-H,C11H10O6,-H,9.666666666666666
2017-05-10_20h06m38s,C10H8N2,-H,C12H19N3O,-H,0.6666666666666666
2017-05-10_20h06m38s,C10H8N2,-H,C17H12N2O4,-H,5.0
2017-05-10_20h06m38s,C10H8N2,-H,C18H36O2,-H,1.6666666666666667
2017-05-10_20h06m38s,C10H8N2,-H,C19H16O5,-H,9.333333333333334
2017-05-10_20h06m38s,C10H8N2,-H,C19H18O4,-H,7.0
2017-05-10_20h06m38s,C10H8N2,-H,C19H20O5,-H,6.0
2017-05-10_20h06m38s,C10H8N2,-H,C19H20O6,-H,5.666666666666667
2017-05-10_20h06m38s,C10H8N2,-H,C22H23NO6,-H,7.0
2017-05-10_20h06m38s,C10H8N2,-H,C7H6O4,-H,0.6666666666666666
2017-05-12_03h16m36s,C18H22N2,+H,C14H8O6,+Na,1.3333333333333333
2017-05-12_03h16m36s,C18H22N2,+H,C17H15NO4,+Na,8.666666666666666
2017-05-12_03h16m36s,C18H22N2,+H,C18H22N2,+H,0.0
2017-05-12_03h16m36s,C18H22N2,+H,C20H16O10S,+H,1.0
2017-05-12_03h16m36s,C18H22N2,+H,C21H14O10,+Na,1.3333333333333333
2017-05-12_03h16m36s,C18H22N2,+H,C24H50NO7P,+Na,8.0
2017-05-12_03h16m36s,C18H22N2,+H,C26H52NO7P,+Na,8.333333333333334
2017-05-12_03h16m36s,C18H22N2,+H,C35H66O4,+H,7.666666666666667
2017-05-12_03h16m36s,C18H22N2,+H,C42H82O10P,+Na,8.0
2017-05-12_03h16m36s,C24H50NO7P,+Na,C14H8O6,+H,10.0
2017-05-12_03h16m36s,C24H50NO7P,+Na,C17H15NO4,+Na,7.666666666666667
2017-05-12_03h16m36s,C24H50NO7P,+Na,C18H22N2,+H,10.0
2017-05-12_03h16m36s,C24H50NO7P,+Na,C24H50NO7P,+H,0.6666666666666666
2017-05-12_03h16m36s,C24H50NO7P,+Na,C26H52NO7P,+H,1.6666666666666667
2017-05-12_03h16m36s,C24H50NO7P,+Na,C26H52NO7P,+K,1.6666666666666667
2017-05-12_03h16m36s,C24H50NO7P,+Na,C42H80O10P,+Na,5.0
2017-05-12_03h16m36s,C24H50NO7P,+Na,C42H82O10P,+Na,0.3333333333333333
2017-05-12_03h16m36s,C24H50NO7P,+Na,C44H84O10P,+Na,7.666666666666667
2017-05-12_03h24m21s,C13H24O12P,+H,C26H46O9P,+H,10.0
2017-05-12_03h24m21s,C13H24O12P,+H,C26H50NO7P,+H,1.0
2017-05-12_03h24m21s,C13H24O12P,+H,C26H52NO7P,+H,5.333333333333333
2017-05-12_03h24m21s,C13H24O12P,+H,C27H44,+H,0.0
2017-05-12_03h24m21s,C13H24O12P,+H,C30H56O13P,+H,0.3333333333333333
2017-05-12_03h24m21s,C13H24O12P,+H,C39H78O11P,+H,10.0
2017-05-12_03h24m21s,C13H24O12P,+H,C41H83N2O6P,+H,1.3333333333333333
2017-05-12_03h24m21s,C13H24O12P,+H,C42H69O7P,+Na,8.0
2017-05-12_03h24m21s,C13H24O12P,+H,C42H82NO8P,+Na,10.0
2017-05-12_03h24m21s,C13H24O12P,+H,C43H84NO8P,+H,4.666666666666667
2017-06-14_06h58m45s,C20H32O2,-H,C10H10N2O,-H,7.666666666666667
2017-06-14_06h58m45s,C20H32O2,-H,C10H20O2,-H,6.333333333333333
2017-06-14_06h58m45s,C20H32O2,-H,C12H24O2,-H,6.333333333333333
2017-06-14_06h58m45s,C20H32O2,-H,C18H13NO4,-H,4.333333333333333
2017-06-14_06h58m45s,C20H32O2,-H,C19H37O6P,-H,1.6666666666666667
2017-06-14_06h58m45s,C20H32O2,-H,C20H14N4,-H,7.333333333333333
2017-06-14_06h58m45s,C20H32O2,-H,C39H71O8P,-H,0.0
2017-06-14_06h58m45s,C20H32O2,-H,C41H80NO8P,-H,1.3333333333333333
2017-06-14_06h58m45s,C20H32O2,-H,C7H12N2O4S,-H,9.0
2017-06-14_06h58m45s,C47H81O13P,-H,C10H7NO2,-H,8.333333333333334
2017-06-14_06h58m45s,C47H81O13P,-H,C16H22O4,-H,8.333333333333334
2017-06-14_06h58m45s,C47H81O13P,-H,C18H13NO4,-H,7.333333333333333
2017-06-14_06h58m45s,C47H81O13P,-H,C20H32O2,-H,1.6666666666666667
2017-06-14_06h58m45s,C47H81O13P,-H,C21H41O6P,-H,3.3333333333333335
2017-06-14_06h58m45s,C47H81O13P,-H,C35H67O8P,-H,1.6666666666666667
2017-06-14_06h58m45s,C47H81O13P,-H,C39H76NO8P,-H,2.6666666666666665
2017-06-14_06h58m45s,C47H81O13P,-H,C42H80NO10P,-H,1.0
2017-06-14_06h58m45s,C47H81O13P,-H,C47H81O13P,-H,0.0
2017-06-14_06h58m45s,C47H81O13P,-H,C6H14O6,-H,9.333333333333334
2017-06-19_13h30m21s,C12H22O11,+Cl,C10H20O2,-H,7.333333333333333
2017-06-19_13h30m21s,C12H22O11,+Cl,C12H24O2,-H,7.333333333333333
2017-06-19_13h30m21s,C12H22O11,+Cl,C21H16O7,-H,0.0
2017-06-19_13h30m21s,C12H22O11,+Cl,C37H36N2O11,+Cl,0.6666666666666666
2017-06-19_13h30m21s,C12H22O11,+Cl,C39H74NO8P,-H,9.333333333333334
2017-06-19_13h30m21s,C12H22O11,+Cl,C39H76NO8P,-H,9.333333333333334
2017-06-19_13h30m21s,C12H22O11,+Cl,C6H3O7,+Cl,1.6666666666666667
2017-06-19_13h30m21s,C12H22O11,+Cl,C6H5O6,+Cl,2.3333333333333335
2017-06-19_13h30m21s,C12H22O11,+Cl,C9H18O2,-H,7.333333333333333
2017-06-19_13h30m21s,C6H5O6,+Cl,C10H20O2,-H,8.0
2017-06-19_13h30m21s,C6H5O6,+Cl,C10H7F3O2,-H,2.0
2017-06-19_13h30m21s,C6H5O6,+Cl,C12H22O11,+Cl,2.0
2017-06-19_13h30m21s,C6H5O6,+Cl,C21H16O7,-H,2.0
2017-06-19_13h30m21s,C6H5O6,+Cl,C37H36N2O11,+Cl,2.3333333333333335
2017-06-19_13h30m21s,C6H5O6,+Cl,C39H74NO8P,-H,9.333333333333334
2017-06-19_13h30m21s,C6H5O6,+Cl,C39H76NO8P,-H,9.333333333333334
2017-06-19_13h30m21s,C6H5O6,+Cl,C6H5O6,+Cl,0.0
2017-06-19_15h06m05s,C40H77NO3,+H,C39H79N2O6P,+K,9.0
2017-06-19_15h06m05s,C40H77NO3,+H,C40H77NO3,+H,0.0
2017-06-19_15h06m05s,C40H77NO3,+H,C41H80NO8P,+K,5.5
2017-06-19_15h06m05s,C40H77NO3,+H,C42H76NO8P,+H,6.5
2017-06-19_15h06m05s,C40H77NO3,+H,C42H82NO8P,+H,6.0
2017-06-19_15h06m05s,C40H77NO3,+H,C43H74NO8P,+H,7.5
2017-06-19_15h06m05s,C40H77NO3,+H,C44H77N3O15P2,+H,8.0
2017-06-19_15h06m05s,C40H77NO3,+H,C46H84NO8P,+Na,7.0
2017-06-19_15h06m05s,C40H77NO3,+H,C47H93N2O6P,+H,0.5
2017-06-19_15h06m05s,C40H77NO3,+H,C48H76NO10P,+H,8.5
2017-06-30_07h58m44s,C42H81NO3,+H,C39H69O8P,+H,10.0
2017-06-30_07h58m44s,C42H81NO3,+H,C39H73O8P,+K,10.0
2017-06-30_07h58m44s,C42H81NO3,+H,C40H80NO8P,+Na,10.0
2017-06-30_07h58m44s,C42H81NO3,+H,C41H80NO8P,+K,9.5
2017-06-30_07h58m44s,C42H81NO3,+H,C42H82NO8P,+K,10.0
2017-06-30_07h58m44s,C42H81NO3,+H,C43H74NO7P,+K,10.0
2017-06-30_07h58m44s,C42H81NO3,+H,C43H84NO8P,+H,9.5
2017-06-30_07h58m44s,C42H81NO3,+H,C44H84NO8P,+K,9.5
2017-06-30_07h58m44s,C42H81NO3,+H,C46H89NO8,+K,0.5
2017-06-30_07h58m44s,C42H81NO3,+H,C48H94NO8P,+K,1.5
2017-07-11_11h29m36s,C41H74O10P,+H,C16H17N3O7S2,+H,10.0
2017-07-11_11h29m36s,C41H74O10P,+H,C41H78NO8P,+K,8.0
2017-07-11_11h29m36s,C41H74O10P,+H,C41H82NO8P,+H,0.0
2017-07-11_11h29m36s,C41H74O10P,+H,C43H74NO7P,+K,2.3333333333333335
2017-07-11_11h29m36s,C41H74O10P,+H,C43H74NO8P,+K,1.0
2017-07-11_11h29m36s,C41H74O10P,+H,C44H82NO8P,+H,2.3333333333333335
2017-07-11_11h29m36s,C41H74O10P,+H,C44H84NO8P,+K,8.333333333333334
2017-07-11_11h29m36s,C41H74O10P,+H,C45H88NO8P,+H,8.0
2017-07-11_11h29m36s,C41H74O10P,+H,C48H76O10P,+H,7.333333333333333
2017-07-11_11h29m36s,C41H74O10P,+H,C48H93NO9,+K,8.666666666666666
2017-07-11_11h29m36s,C41H75O8P,+Na,C21H18O6,+H,10.0
2017-07-11_11h29m36s,C41H75O8P,+Na,C37H70O12S,+H,8.0
2017-07-11_11h29m36s,C41H75O8P,+Na,C41H72O10P,+H,7.333333333333333
2017-07-11_11h29m36s,C41H75O8P,+Na,C41H74O10P,+H,8.333333333333334
2017-07-11_11h29m36s,C41H75O8P,+Na,C41H77N2O6P,+H,6.0
2017-07-11_11h29m36s,C41H75O8P,+Na,C43H75O8P,+K,0.3333333333333333
2017-07-11_11h29m36s,C41H75O8P,+Na,C45H89N2O6P,+Na,9.0
2017-07-11_11h29m36s,C41H75O8P,+Na,C46H84NO8P,+Na,0.6666666666666666
2017-07-11_11h29m36s,C41H75O8P,+Na,C48H84NO8P,+Na,5.333333333333333
2017-07-11_11h29m36s,C47H93N2O6P,+H,C35H60O12P,+H,7.0
2017-07-11_11h29m36s,C47H93N2O6P,+H,C39H67O7P,+Na,9.0
2017-07-11_11h29m36s,C47H93N2O6P,+H,C39H79N2O6P,+K,1.0
2017-07-11_11h29m36s,C47H93N2O6P,+H,C40H80NO8P,+Na,8.666666666666666
2017-07-11_11h29m36s,C47H93N2O6P,+H,C42H84NO8P,+Na,7.666666666666667
2017-07-11_11h29m36s,C47H93N2O6P,+H,C43H71O8P,+K,8.0
2017-07-11_11h29m36s,C47H93N2O6P,+H,C44H80NO8P,+Na,7.333333333333333
2017-07-11_11h29m36s,C47H93N2O6P,+H,C44H82NO8P,+H,9.333333333333334
2017-07-11_11h29m36s,C47H93N2O6P,+H,C45H91N2O6P,+K,0.0
2017-07-11_11h29m36s,C47H93N2O6P,+H,C48H84NO8P,+H,8.333333333333334
2017-07-18_11h48m25s,C11H10O,+H,C10H15N2O4,+Na,9.666666666666666
2017-07-18_11h48m25s,C11H10O,+H,C11H10O,+H,0.0
2017-07-18_11h48m25s,C11H10O,+H,C12H22N2O8,+Na,1.3333333333333333
2017-07-18_11h48m25s,C11H10O,+H,C15H23N3O3,+Na,1.3333333333333333
2017-07-18_11h48m25s,C11H10O,+H,C16H22O4,+Na,5.666666666666667
2017-07-18_11h48m25s,C11H10O,+H,C17H19N3,+Na,5.333333333333333
2017-07-18_11h48m25s,C11H10O,+H,C17H20O4,+Na,5.0
2017-07-18_11h48m25s,C11H10O,+H,C26H30O5,+Na,6.666666666666667
2017-07-18_11h48m25s,C11H10O,+H,C9H15NO7,+H,9.666666666666666
2017-07-18_17h21m08s,C28H60NO6P,+H,C37H68O4,+H,8.333333333333334
2017-07-18_17h21m08s,C28H60NO6P,+H,C39H78NO7P,+H,7.666666666666667
2017-07-18_17h21m08s,C28H60NO6P,+H,C41H83N2O6P,+H,9.333333333333334
2017-07-18_17h21m08s,C28H60NO6P,+H,C42H81NO3,+H,0.3333333333333333
2017-07-18_17h21m08s,C28H60NO6P,+H,C44H80NO8P,+H,8.666666666666666
2017-07-18_17h21m08s,C28H60NO6P,+H,C45H89N2O6P,+H,8.0
2017-07-18_17h21m08s,C28H60NO6P,+H,C45H91N2O6P,+H,8.0
2017-07-18_17h21m08s,C28H60NO6P,+H,C46H90NO10P,+H,0.6666666666666666
2017-07-18_17h21m08s,C28H60NO6P,+H,C47H82NO8P,+H,9.0
2017-07-18_17h21m08s,C28H60NO6P,+H,C47H95N2O6P,+H,4.333333333333333
2017-07-18_17h21m08s,C39H78NO8P,+H,C19H39N2O6P,+H,10.0
2017-07-18_17h21m08s,C39H78NO8P,+H,C41H78NO8P,+H,8.333333333333334
2017-07-18_17h21m08s,C39H78NO8P,+H,C41H82NO7P,+H,10.0
2017-07-18_17h21m08s,C39H78NO8P,+H,C43H74NO7P,+H,0.3333333333333333
2017-07-18_17h21m08s,C39H78NO8P,+H,C43H78NO8P,+H,1.3333333333333333
2017-07-18_17h21m08s,C39H78NO8P,+H,C43H78NO8P,+K,1.1666666666666667
2017-07-18_17h21m08s,C39H78NO8P,+H,C45H82NO7P,+H,8.666666666666666
2017-07-18_17h21m08s,C39H78NO8P,+H,C45H82NO8P,+H,5.0
2017-07-18_17h21m08s,C39H78NO8P,+H,C54H106O12P,+H,10.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C24H46NO8P,+H,10.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C30H46O2,+H,10.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C40H67O7P,+Na,0.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C41H80NO8P,+H,4.666666666666667
2017-07-18_17h21m08s,C42H82NO8P,+H,C42H84NO8P,+H,4.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C43H80NO7P,+H,10.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C43H84NO7P,+H,10.0
2017-07-18_17h21m08s,C42H82NO8P,+H,C43H84NO8P,+H,7.333333333333333
2017-07-18_17h21m08s,C42H82NO8P,+H,C45H80NO8P,+H,7.666666666666667
2017-07-18_17h21m08s,C42H82NO8P,+H,C61H105O8P,+H,10.0
2017-08-08_08h49m46s,C9H7NO2,-H,C10H10N2O,-H,0.3333333333333333
2017-08-08_08h49m46s,C9H7NO2,-H,C10H7NO4,-H,0.6666666666666666
2017-08-08_08h49m46s,C9H7NO2,-H,C14H8N2,-H,5.333333333333333
2017-08-08_08h49m46s,C9H7NO2,-H,C15H30O2,-H,2.0
2017-08-08_08h49m46s,C9H7NO2,-H,C17H28O3S,-H,4.333333333333333
2017-08-08_08h49m46s,C9H7NO2,-H,C23H46NO7P,-H,9.333333333333334
2017-08-08_08h49m46s,C9H7NO2,-H,C23H48NO7P,-H,8.666666666666666
2017-08-08_08h49m46s,C9H7NO2,-H,C39H75O8P,-H,9.0
2017-08-08_08h49m46s,C9H7NO2,-H,C39H78NO8P,-H,8.333333333333334
2017-08-08_08h49m46s,C9H7NO2,-H,C48H91NO11S,-H,9.666666666666666
2017-08-10_08h45m20s,C21H14O10,+Na,C24H48NO7P,+Na,0.6666666666666666
2017-08-10_08h45m20s,C21H14O10,+Na,C24H50NO7P,+Na,1.6666666666666667
2017-08-10_08h45m20s,C21H14O10,+Na,C37H68NO8P,+Na,10.0
2017-08-10_08h45m20s,C21H14O10,+Na,C37H70NO8P,+K,0.6666666666666666
2017-08-10_08h45m20s,C21H14O10,+Na,C37H70NO8P,+Na,4.833333333333333
2017-08-10_08h45m20s,C21H14O10,+Na,C40H76NO8P,+Na,8.333333333333334
2017-08-10_08h45m20s,C21H14O10,+Na,C40H78NO8P,+Na,8.333333333333334
2017-08-10_08h45m20s,C21H14O10,+Na,C42H76NO8P,+Na,9.0
2017-08-10_08h45m20s,C21H14O10,+Na,C44H80NO8P,+Na,6.0
2017-08-15_02h17m49s,C16H20N2,-H,C14H14N2,-H,0.0
2017-08-15_02h17m49s,C16H20N2,-H,C25H49O12P,-H,9.0
2017-08-15_02h17m49s,C16H20N2,-H,C27H45O6,-H,8.333333333333334
2017-08-15_02h17m49s,C16H20N2,-H,C39H73O7P,-H,4.0
2017-08-15_02h17m49s,C16H20N2,-H,C39H78NO8P,-H,4.333333333333333
2017-08-15_02h17m49s,C16H20N2,-H,C41H78NO7P,-H,8.666666666666666
2017-08-15_02h17m49s,C16H20N2,-H,C43H76NO7P,-H,7.666666666666667
2017-08-15_02h17m49s,C16H20N2,-H,C43H78NO8P,-H,7.333333333333333
2017-08-15_02h17m49s,C16H20N2,-H,C43H82NO7P,-H,8.0
2017-08-15_02h17m49s,C16H20N2,-H,C6H13O9P,-H,8.333333333333334
2017-08-15_02h18m25s,C39H73O8P,-H,C18H34O,-H,3.0
2017-08-15_02h18m25s,C39H73O8P,-H,C23H48NO6P,-H,5.0
2017-08-15_02h18m25s,C39H73O8P,-H,C38H73O8P,-H,0.3333333333333333
2017-08-15_02h18m25s,C39H73O8P,-H,C39H75O8P,-H,8.0
2017-08-15_02h18m25s,C39H73O8P,-H,C41H73O8P,-H,0.6666666666666666
2017-08-15_02h18m25s,C39H73O8P,-H,C41H80NO8P,-H,0.6666666666666666
2017-08-15_02h18m25s,C39H73O8P,-H,C43H81O13P,-H,5.666666666666667
2017-08-15_02h18m25s,C39H73O8P,-H,C46H89NO12S,-H,8.666666666666666
2017-08-15_02h18m25s,C39H73O8P,-H,C47H81O13P,-H,5.333333333333333
2017-08-15_02h18m25s,C39H73O8P,-H,C48H93NO11S,-H,8.333333333333334
2017-08-15_02h18m25s,C6H11O8P,-H,C22H42O2,-H,9.0
2017-08-15_02h18m25s,C6H11O8P,-H,C24H40O2,-H,8.333333333333334
2017-08-15_02h18m25s,C6H11O8P,-H,C27H45O6,-H,0.0
2017-08-15_02h18m25s,C6H11O8P,-H,C39H75O8P,-H,8.666666666666666
2017-08-15_02h18m25s,C6H11O8P,-H,C39H78NO8P,-H,4.666666666666667
2017-08-15_02h18m25s,C6H11O8P,-H,C41H71O8P,-H,5.0
2017-08-15_02h18m25s,C6H11O8P,-H,C43H80NO7P,-H,8.0
2017-08-15_02h18m25s,C6H11O8P,-H,C46H78NO10P,-H,4.666666666666667
2017-08-15_02h18m25s,C6H11O8P,-H,C46H78NO8P,-H,9.333333333333334
2017-08-15_02h18m25s,C6H11O8P,-H,C75H135N3O31,-H,1.0
2017-08-15_13h02m38s,C10H8N2O,-H,C10H8N2O2,-H,1.0
2017-08-15_13h02m38s,C10H8N2O,-H,C20H14N4,-H,0.0
2017-08-15_13h02m38s,C10H8N2O,-H,C21H39O6P,-H,7.0
2017-08-15_13h02m38s,C10H8N2O,-H,C21H41O6P,-H,4.666666666666667
2017-08-15_13h02m38s,C10H8N2O,-H,C23H46NO7P,-H,7.0
2017-08-15_13h02m38s,C10H8N2O,-H,C24H46NO8P,-H,6.333333333333333
2017-08-15_13h02m38s,C10H8N2O,-H,C27H44NO7P,-H,8.333333333333334
2017-08-15_13h02m38s,C10H8N2O,-H,C41H80NO8P,-H,5.666666666666667
2017-08-15_13h02m38s,C10H8N2O,-H,C46H80O10P,-H,7.666666666666667
2017-08-15_13h02m38s,C10H8N2O,-H,C9H13N3O5,-H,9.333333333333334
2017-08-15_15h02m08s,C9H7NO2,-H,C10H12N5O6P,-H,7.333333333333333
2017-08-15_15h02m08s,C9H7NO2,-H,C10H15N5O10P2,-H,8.0
2017-08-15_15h02m08s,C9H7NO2,-H,C14H8N2,-H,1.6666666666666667
2017-08-15_15h02m08s,C9H7NO2,-H,C15H22O2,-H,0.0
2017-08-15_15h02m08s,C9H7NO2,-H,C21H39O6P,-H,6.333333333333333
2017-08-15_15h02m08s,C9H7NO2,-H,C21H41O6P,-H,4.0
2017-08-15_15h02m08s,C9H7NO2,-H,C21H44NO7P,-H,5.333333333333333
2017-08-15_15h02m08s,C9H7NO2,-H,C23H46NO7P,-H,8.0
2017-08-15_15h02m08s,C9H7NO2,-H,C31H47O8P,-H,2.0
2017-08-15_15h02m08s,C9H7NO2,-H,C50H88O10P,-H,5.0
2017-08-15_19h13m44s,C9H7NO2,-H,C10H10N2O4S,-H,1.3333333333333333
2017-08-15_19h13m44s,C9H7NO2,-H,C10H14N5O7P,-H,7.333333333333333
2017-08-15_19h13m44s,C9H7NO2,-H,C10H16N5O13P3,-H,7.0
2017-08-15_19h13m44s,C9H7NO2,-H,C10H8N2O,-H,0.0
2017-08-15_19h13m44s,C9H7NO2,-H,C21H43O7P,-H,7.666666666666667
2017-08-15_19h13m44s,C9H7NO2,-H,C23H46NO7P,-H,7.666666666666667
2017-08-15_19h13m44s,C9H7NO2,-H,C25H50NO7P,-H,7.333333333333333
2017-08-15_19h13m44s,C9H7NO2,-H,C39H73O8P,-H,8.0
2017-08-15_19h13m44s,C9H7NO2,-H,C42H81NO11S,-H,6.0
2017-08-15_19h13m44s,C9H7NO2,-H,C6H11O8P,-H,7.666666666666667
2017-08-23_16h56m26s,C20H32O2,-H,C21H41O6P,-H,1.6666666666666667
2017-08-23_16h56m26s,C20H32O2,-H,C22H32O2,-H,1.3333333333333333
2017-08-23_16h56m26s,C20H32O2,-H,C23H48NO6P,-H,2.3333333333333335
2017-08-23_16h56m26s,C20H32O2,-H,C41H69O8P,-H,4.0
2017-08-23_16h56m26s,C20H32O2,-H,C43H73O8P,-H,1.3333333333333333
2017-08-23_16h56m26s,C20H32O2,-H,C43H76NO7P,-H,3.3333333333333335
2017-08-23_16h56m26s,C20H32O2,-H,C43H84NO7P,-H,7.0
2017-08-23_16h56m26s,C20H32O2,-H,C45H76NO7P,-H,3.0
2017-08-23_16h56m26s,C20H32O2,-H,C45H82NO8P,-H,0.3333333333333333
2017-08-23_16h56m26s,C20H32O2,-H,C48H91NO11S,-H,6.666666666666667
2017-08-23_16h56m26s,C41H74NO7P,-H,C20H32O2,-H,0.6666666666666666
2017-08-23_16h56m26s,C41H74NO7P,-H,C22H32O2,-H,3.6666666666666665
2017-08-23_16h56m26s,C41H74NO7P,-H,C27H44NO7P,-H,2.0
2017-08-23_16h56m26s,C41H74NO7P,-H,C41H80NO8P,-H,5.333333333333333
2017-08-23_16h56m26s,C41H74NO7P,-H,C43H78NO7P,-H,0.3333333333333333
2017-08-23_16h56m26s,C41H74NO7P,-H,C43H84NO7P,-H,9.0
2017-08-23_16h56m26s,C41H74NO7P,-H,C45H78NO8P,-H,3.6666666666666665
2017-08-23_16h56m26s,C41H74NO7P,-H,C45H82NO7P,-H,5.666666666666667
2017-08-23_16h56m26s,C41H74NO7P,-H,C46H89NO9,-H,8.666666666666666
2017-08-23_16h56m26s,C41H74NO7P,-H,C48H91NO11S,-H,9.333333333333334
2017-09-08_15h15m15s,C14H9KO7,+K,C21H12O9,+K,0.6666666666666666
2017-09-08_15h15m15s,C14H9KO7,+K,C28H16K2O13,+H,0.0
2017-09-08_15h15m15s,C14H9KO7,+K,C28H16NaKO13,+H,1.0
2017-09-08_15h15m15s,C14H9KO7,+K,C28H17KO13,+K,0.0
2017-09-08_15h15m15s,C14H9KO7,+K,C35H20Na2O16,+H,10.0
2017-09-08_15h15m15s,C14H9KO7,+K,C36H75N,+H,10.0
2017-09-08_15h15m15s,C14H9KO7,+K,C40H80NO8P,+Na,2.0
2017-09-08_15h15m15s,C14H9KO7,+K,C42H82NO8P,+K,9.333333333333334
2017-09-08_15h15m15s,C14H9KO7,+K,C42H82NO8P,+Na,2.3333333333333335
2017-09-08_15h15m15s,C14H9KO7,+K,C43H76NO7P,+Na,9.666666666666666
2017-09-14_13h43m01s,C10H10N2O3S,-H,C17H14N2O3,-H,2.6666666666666665
2017-09-14_13h43m01s,C10H10N2O3S,-H,C18H26OSi2,-H,0.6666666666666666
2017-09-14_13h43m01s,C10H10N2O3S,-H,C19H20O4,-H,0.0
2017-09-14_13h43m01s,C10H10N2O3S,-H,C19H20O7,-H,2.3333333333333335
2017-09-14_13h43m01s,C10H10N2O3S,-H,C19H22O6,-H,2.0
2017-09-14_13h43m01s,C10H10N2O3S,-H,C21H41O6P,-H,9.333333333333334
2017-09-14_13h43m01s,C10H10N2O3S,-H,C39H78NO8P,-H,8.333333333333334
2017-09-14_13h43m01s,C10H10N2O3S,-H,C42H80O10P,-H,8.666666666666666
2017-09-14_13h43m01s,C10H10N2O3S,-H,C43H74NO7P,-H,8.333333333333334
2017-09-14_13h43m01s,C10H10N2O3S,-H,C43H78NO7P,-H,9.0
2017-10-04_01h13m35s,C14H8O6,+H,C23H41N,+H,10.0
2017-10-04_01h13m35s,C14H8O6,+H,C24H38O4,+Na,1.3333333333333333
2017-10-04_01h13m35s,C14H8O6,+H,C25H28N6O,+H,0.0
2017-10-04_01h13m35s,C14H8O6,+H,C44H62N2O12,+K,7.333333333333333
2017-10-04_01h13m35s,C14H8O6,+H,C51H99NO9P,+H,10.0
2017-10-04_01h13m35s,C14H8O6,+H,C54H99N2O6P,+H,7.0
2017-10-04_01h13m35s,C14H8O6,+H,C55H99O7P,+H,10.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C14H8O6,+H,10.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C23H41N,+H,10.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C24H38O4,+Na,10.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C25H28N6O,+H,10.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C34H32N4O9,+Na,10.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C44H62N2O12,+K,0.0
2017-10-04_01h13m35s,C44H62N2O12,+K,C52H99N2O6P,+Na,10.0
2017-10-04_01h17m04s,C16H24N2,+Na,C12H10O6,+Na,1.0
2017-10-04_01h17m04s,C16H24N2,+Na,C16H24N2,+Na,0.0
2017-10-04_01h17m04s,C16H24N2,+Na,C28H56NO9P,+H,10.0
2017-10-04_01h17m04s,C16H24N2,+Na,C43H70O14,+K,10.0
2017-10-04_01h17m04s,C16H24N2,+Na,C47H97N2O6P,+K,10.0
2017-10-04_01h17m04s,C16H24N2,+Na,C52H99N2O7P,+Na,10.0
2017-10-04_01h17m04s,C16H24N2,+Na,C54H86O26,+Na,10.0
2017-10-04_01h17m04s,C16H24N2,+Na,C7H13O9P,+H,1.0
2017-10-04_01h17m45s,C16H24N2,+Na,C16H24N2,+Na,0.0
2017-10-04_01h17m45s,C16H24N2,+Na,C28H56NO9P,+H,8.333333333333334
2017-10-04_01h17m45s,C16H24N2,+Na,C33H53NO6,+Na,8.333333333333334
2017-10-04_01h17m45s,C16H24N2,+Na,C47H97N2O6P,+K,7.111111111111111
2017-10-04_01h17m45s,C16H24N2,+Na,C49H80O20,+Na,7.666666666666667
2017-10-04_01h17m45s,C16H24N2,+Na,C54H86O26,+Na,8.0
2017-10-13_10h52m58s,C14H8O6,+H,C13H8O5,+Na,1.0
2017-10-13_10h52m58s,C14H8O6,+H,C14H8O6,+Na,1.0
2017-10-13_10h52m58s,C14H8O6,+H,C16H12N4O2,+Na,5.666666666666667
2017-10-13_10h52m58s,C14H8O6,+H,C16H12O6,+H,5.666666666666667
2017-10-13_10h52m58s,C14H8O6,+H,C16H12O7,+H,9.333333333333334
2017-10-13_10h52m58s,C14H8O6,+H,C17H14O6,+H,5.666666666666667
2017-10-13_10h52m58s,C14H8O6,+H,C21H14O10,+K,6.666666666666667
